FID,CID,Type,POINT_X,POINT_Y
584, 0, 1, -13182859.6214, 4020634.75111
585, 0, 2, -13182422.5747, 4021245.53071
586, 0, 1, -13182948.3136, 4020668.06556
587, 0, 2, -13181847.3966, 4021296.66855
588, 0, 1, -13182398.7499, 4019893.63897
589, 0, 1, -13182329.6011, 4019945.52269
590, 0, 2, -13182608.3452, 4021330.50173
591, 0, 2, -13181804.22, 4021152.76599
592, 0, 2, -13181876.1857, 4020843.10388
593, 0, 2, -13182923.3488, 4021890.28971
594, 0, 2, -13181593.9631, 4021217.38786
595, 0, 2, -13181633.8073, 4021099.51472
596, 0, 1, -13183068.6453, 4020743.89487
597, 0, 1, -13182749.7549, 4020425.40968
598, 0, 2, -13182869.7997, 4021743.54029
599, 0, 2, -13181984.9994, 4021073.51028
600, 0, 1, -13182324.1198, 4020146.59746
601, 0, 2, -13182876.4761, 4021818.51652
602, 0, 2, -13181914.9752, 4021057.33566
603, 0, 2, -13181938.5782, 4021081.91338
604, 0, 1, -13182253.8703, 4020082.998
605, 0, 2, -13182899.7586, 4021506.76363
606, 0, 2, -13183031.4794, 4021624.03207
607, 0, 1, -13183217.3798, 4020599.75223
608, 0, 2, -13181697.7023, 4021064.35677
609, 0, 1, -13182237.0334, 4019924.26098
610, 0, 1, -13182459.0873, 4020004.43209
611, 0, 1, -13183235.1071, 4020523.55277
612, 0, 2, -13182749.1595, 4021612.92034
613, 0, 2, -13181723.1309, 4021323.93735
614, 0, 2, -13181932.6782, 4021002.69674
615, 0, 2, -13181794.1608, 4020967.5353
616, 0, 2, -13182815.8838, 4021592.97038
617, 0, 1, -13183175.1005, 4020700.1654
618, 0, 2, -13182991.6748, 4021525.62534
619, 0, 2, -13182288.6697, 4021051.69741
620, 0, 1, -13182428.0921, 4019954.33226
621, 0, 2, -13182823.0938, 4021526.69996
622, 0, 1, -13183242.0148, 4020646.71648
623, 0, 1, -13182881.7519, 4020750.99679
624, 0, 1, -13182807.1186, 4020480.68767
625, 0, 2, -13183037.1318, 4021861.73696
626, 0, 1, -13183057.86, 4020727.68685
627, 0, 2, -13181992.0676, 4021024.64888
628, 0, 2, -13182828.4795, 4021527.16022
629, 0, 2, -13181621.0507, 4021099.19838
630, 0, 2, -13182859.6202, 4021345.07003
631, 0, 2, -13182872.8424, 4021637.56461
632, 0, 2, -13183148.8814, 4021654.63367
633, 0, 1, -13182905.1039, 4020621.18963
634, 0, 2, -13181627.7874, 4021227.20833
635, 0, 2, -13183060.3851, 4021647.0392
636, 0, 1, -13182888.5038, 4020756.70202
637, 0, 2, -13181969.1599, 4021098.32494
638, 0, 1, -13182404.6027, 4020018.58446
639, 0, 1, -13183089.7046, 4020512.11998
640, 0, 2, -13182787.2411, 4021589.28063
641, 0, 1, -13183052.0849, 4020606.49236
642, 0, 2, -13182671.3098, 4021675.58288
643, 0, 2, -13183197.2641, 4021677.43393
644, 0, 2, -13181821.797, 4021218.08166
645, 0, 2, -13181973.0528, 4021171.6323
646, 0, 1, -13182592.265, 4020268.72263
647, 0, 2, -13181934.5127, 4021125.76549
648, 0, 1, -13183034.466, 4020727.5208
649, 0, 2, -13181763.6857, 4020957.02368
650, 0, 1, -13182716.8066, 4020383.9005
651, 0, 1, -13182924.9379, 4020807.47899
652, 0, 1, -13182247.2902, 4019990.70164
653, 0, 2, -13182890.6669, 4021688.59928
654, 0, 2, -13182879.4571, 4021692.54864
655, 0, 2, -13182171.7263, 4021094.26809
656, 0, 2, -13182839.3608, 4021831.40748
657, 0, 1, -13182332.5893, 4020144.24966
658, 0, 2, -13182775.9769, 4021822.51664
659, 0, 1, -13182336.4289, 4019878.15808
660, 0, 2, -13182843.7971, 4021739.70414
661, 0, 1, -13183143.9262, 4020589.6078
662, 0, 2, -13181706.1796, 4020987.90701
663, 0, 2, -13181636.5433, 4021373.40535
664, 0, 1, -13182362.6179, 4020067.97037
665, 0, 1, -13183031.6786, 4020855.29059
666, 0, 2, -13182761.9964, 4021628.55337
667, 0, 1, -13183009.971, 4020773.6908
668, 0, 2, -13182945.4975, 4021624.56561
669, 0, 2, -13182972.6698, 4021556.09616
670, 0, 2, -13181946.3421, 4021053.97292
671, 0, 2, -13181948.4886, 4021250.29822
672, 0, 2, -13182896.4281, 4021375.63411
673, 0, 2, -13182863.9223, 4021752.99224
674, 0, 2, -13182020.8832, 4021155.61475
675, 0, 2, -13181976.3757, 4020904.27834
676, 0, 2, -13182884.6608, 4021613.85752
677, 0, 1, -13182363.7429, 4020164.5756
678, 0, 2, -13182571.2216, 4021689.47272
679, 0, 2, -13183123.9327, 4021606.59301
680, 0, 2, -13182837.3109, 4021736.9094
681, 0, 1, -13183114.4874, 4020773.8419
682, 0, 2, -13182634.5263, 4021807.09781
683, 0, 2, -13181918.7565, 4021250.90332
684, 0, 1, -13182909.1788, 4020882.46484
685, 0, 2, -13181688.7534, 4021064.82906
686, 0, 2, -13181721.9386, 4021202.23101
687, 0, 1, -13183232.8877, 4020592.98088
688, 0, 2, -13183115.9899, 4021727.46959
689, 0, 1, -13182669.1466, 4020330.63255
690, 0, 1, -13182644.0285, 4020336.83426
691, 0, 2, -13181756.5218, 4020927.0338
692, 0, 1, -13182405.3292, 4020027.43561
693, 0, 1, -13182649.6431, 4020342.76665
694, 0, 1, -13182375.2147, 4020023.49363
695, 0, 2, -13182091.3805, 4021145.80716
696, 0, 2, -13181649.5033, 4021378.73744
697, 0, 1, -13183285.3573, 4020551.76575
698, 0, 2, -13181843.3147, 4020906.96906
699, 0, 1, -13182642.4987, 4020335.43334
700, 0, 2, -13182008.0812, 4021157.44195
701, 0, 2, -13181761.7665, 4021007.39552
702, 0, 2, -13182689.0612, 4021827.10073
703, 0, 2, -13182757.601, 4021639.08109
704, 0, 2, -13181718.4691, 4021099.74479
705, 0, 1, -13182515.067, 4020021.6438
706, 0, 2, -13181745.1753, 4021089.43209
707, 0, 1, -13182480.6689, 4020029.24458
708, 0, 2, -13182979.721, 4021625.77718
709, 0, 2, -13182829.4251, 4021884.61285
710, 0, 1, -13182419.7148, 4020056.11733
711, 0, 2, -13182833.0051, 4021886.61828
712, 0, 2, -13182704.2244, 4021706.84446
713, 0, 2, -13181726.837, 4021142.47389
714, 0, 1, -13183011.6152, 4020874.50887
715, 0, 2, -13183037.0999, 4021527.7338
716, 0, 2, -13182620.2833, 4021788.17493
717, 0, 2, -13182810.3847, 4021290.45092
718, 0, 1, -13182855.8242, 4020735.41841
719, 0, 2, -13182593.3392, 4021640.23446
720, 0, 2, -13181913.8886, 4021104.1732
721, 0, 2, -13182994.8541, 4021629.40343
722, 0, 1, -13183182.5345, 4020655.73749
723, 0, 2, -13181920.1174, 4020970.51927
724, 0, 1, -13182621.5573, 4020281.82545
725, 0, 2, -13181947.2143, 4021164.35034
726, 0, 1, -13182316.2374, 4019886.54783
727, 0, 2, -13181679.8973, 4021406.73139
728, 0, 2, -13181876.9686, 4021322.77558
729, 0, 2, -13183042.2281, 4021638.64953
730, 0, 1, -13183010.6955, 4020792.82793
731, 0, 2, -13181680.8602, 4021026.4903
732, 0, 1, -13182979.7549, 4020864.5181
733, 0, 2, -13181644.845, 4021368.91348
734, 0, 2, -13181745.7735, 4021127.91015
735, 0, 2, -13182607.1021, 4021346.86029
736, 0, 2, -13181638.182, 4021246.94876
737, 0, 2, -13181864.3571, 4021335.36309
738, 0, 2, -13183082.5268, 4021781.18504
739, 0, 2, -13181720.426, 4021072.47672
740, 0, 2, -13181682.3004, 4021284.23494
741, 0, 2, -13181732.9247, 4021079.82794
742, 0, 1, -13182442.6487, 4019953.91029
743, 0, 2, -13181693.1186, 4020944.63947
744, 0, 1, -13182806.2077, 4020507.98927
745, 0, 2, -13183150.9218, 4021792.1615
746, 0, 2, -13182669.5014, 4021708.99612
747, 0, 2, -13182975.3742, 4021642.95457
748, 0, 2, -13181893.5404, 4021254.54358
749, 0, 2, -13182799.937, 4021543.93143
750, 0, 1, -13182216.4907, 4020093.18457
751, 0, 1, -13183244.9417, 4020669.64709
752, 0, 2, -13182769.938, 4021879.73141
753, 0, 2, -13181612.2116, 4021284.7713
754, 0, 2, -13182854.999, 4021611.90979
755, 0, 2, -13183050.0343, 4021598.3542
756, 0, 2, -13181992.2102, 4020996.69761
757, 0, 2, -13182707.2028, 4021811.55027
758, 0, 2, -13181686.0483, 4020968.68155
759, 0, 2, -13181887.1119, 4020979.89179
760, 0, 2, -13181859.5141, 4021025.69522
761, 0, 2, -13182931.7644, 4021658.88562
762, 0, 2, -13183060.2585, 4021611.85355
763, 0, 1, -13182881.2691, 4020597.99343
764, 0, 2, -13182645.9528, 4021819.56395
765, 0, 1, -13183265.0241, 4020577.94679
766, 0, 2, -13182890.574, 4021535.83916
767, 0, 2, -13181999.2775, 4020916.11316
768, 0, 2, -13182840.2673, 4021781.47523
769, 0, 2, -13183139.4275, 4021627.05163
770, 0, 2, -13181700.0164, 4021109.20883
771, 0, 1, -13182954.1897, 4020798.84355
772, 0, 1, -13183163.0879, 4020654.60278
773, 0, 2, -13183030.495, 4021747.78738
774, 0, 2, -13182791.3969, 4021710.07706
775, 0, 1, -13182909.0204, 4020800.69138
776, 0, 2, -13182536.937, 4021368.10628
777, 0, 2, -13182588.2022, 4021687.54801
778, 0, 2, -13181744.0876, 4021381.95684
779, 0, 2, -13181706.8898, 4021082.35547
780, 0, 2, -13182609.4952, 4021674.07154
781, 0, 1, -13182236.4551, 4020106.00699
782, 0, 1, -13182651.2482, 4020343.34454
783, 0, 1, -13182323.7863, 4020050.27516
784, 0, 1, -13183232.6426, 4020571.8216
785, 0, 1, -13182952.6901, 4020679.25894
786, 0, 2, -13183030.362, 4021756.39462
787, 0, 2, -13183139.9752, 4021634.91034
788, 0, 1, -13182869.9158, 4020807.90143
789, 0, 1, -13183063.3118, 4020496.18061
790, 0, 2, -13181845.3269, 4021311.7074
791, 0, 1, -13183131.5568, 4020557.89061
792, 0, 1, -13183213.385, 4020582.48537
793, 0, 2, -13181642.6471, 4021323.18723
794, 0, 2, -13181809.7921, 4021313.64677
795, 0, 2, -13183017.0542, 4021694.35207
796, 0, 1, -13183113.0054, 4020723.75747
797, 0, 2, -13181713.3762, 4021116.84114
798, 0, 2, -13183039.3099, 4021598.08726
799, 0, 2, -13182775.5035, 4021553.8533
800, 0, 2, -13183034.0914, 4021667.55436
801, 0, 2, -13181932.4346, 4020934.66901
802, 0, 1, -13183096.9488, 4020708.20661
803, 0, 2, -13181832.3574, 4021179.93744
804, 0, 2, -13181705.579, 4021143.93771
805, 0, 1, -13182231.9705, 4020029.22473
806, 0, 2, -13183122.4062, 4021710.02831
807, 0, 2, -13182998.2978, 4021609.89651
808, 0, 2, -13181712.5254, 4021386.04379
809, 0, 2, -13181713.4261, 4020959.24696
810, 0, 1, -13182317.5807, 4020138.83955
811, 0, 2, -13183010.6775, 4021714.47347
812, 0, 2, -13182782.4717, 4021808.73291
813, 0, 2, -13182372.2987, 4021037.35636
814, 0, 2, -13182881.7907, 4021611.96063
815, 0, 2, -13181893.032, 4021158.22258
816, 0, 2, -13181659.6763, 4021062.73567
817, 0, 2, -13182961.8087, 4021815.80068
818, 0, 2, -13182954.5455, 4021758.64878
819, 0, 1, -13183286.8821, 4020585.86918
820, 0, 2, -13181772.3836, 4021080.48401
821, 0, 1, -13182378.1499, 4019905.75957
822, 0, 2, -13182990.5958, 4021791.27737
823, 0, 2, -13181785.1725, 4021139.9595
824, 0, 2, -13183073.2099, 4021683.8783
825, 0, 2, -13183106.266, 4021575.2675
826, 0, 1, -13183031.9796, 4020616.51877
827, 0, 2, -13181707.2924, 4021203.38722
828, 0, 2, -13181788.6107, 4021252.27791
829, 0, 1, -13182991.7256, 4020609.68558
830, 0, 1, -13182970.4621, 4020773.46361
831, 0, 1, -13182974.1927, 4020847.85337
832, 0, 1, -13182204.3235, 4020060.1291
833, 0, 2, -13182352.8179, 4021026.65994
834, 0, 2, -13182865.3189, 4021759.47905
835, 0, 2, -13182981.5776, 4021770.95413
836, 0, 1, -13182275.2313, 4020073.17509
837, 0, 2, -13182911.645, 4021600.80376
838, 0, 2, -13181719.1584, 4021078.19109
839, 0, 1, -13182884.4651, 4020796.99091
840, 0, 1, -13182821.4734, 4020768.13555
841, 0, 1, -13183171.2363, 4020459.21139
842, 0, 2, -13182923.8703, 4021852.56814
843, 0, 2, -13182416.559, 4021088.82657
844, 0, 2, -13182842.6914, 4021715.94527
845, 0, 1, -13183078.0131, 4020448.74032
846, 0, 1, -13182289.4634, 4020158.44809
847, 0, 2, -13182692.5229, 4021618.39409
848, 0, 1, -13182935.3986, 4020565.12204
849, 0, 2, -13182619.6925, 4021742.24051
850, 0, 2, -13183106.3604, 4021725.09602
851, 0, 1, -13182381.3408, 4019957.41251
852, 0, 2, -13183063.8632, 4021715.84612
853, 0, 2, -13182825.7623, 4021820.62822
854, 0, 2, -13181759.7762, 4021030.18943
855, 0, 2, -13182888.4338, 4021592.178
856, 0, 2, -13182738.7464, 4021762.43351
857, 0, 2, -13181829.568, 4020845.58867
858, 0, 1, -13182451.493, 4019938.36433
859, 0, 1, -13183070.4871, 4020757.40208
860, 0, 2, -13181723.7802, 4021369.90738
861, 0, 1, -13182871.4966, 4020568.64302
862, 0, 2, -13181797.6912, 4021264.06725
863, 0, 1, -13182963.0249, 4020756.94741
864, 0, 2, -13182868.2532, 4021356.30546
865, 0, 2, -13182943.0907, 4021627.86292
866, 0, 1, -13182695.9773, 4020346.17206
867, 0, 1, -13182919.6803, 4020683.68873
868, 0, 2, -13181847.8398, 4021125.35935
869, 0, 2, -13181769.2921, 4021238.40704
870, 0, 2, -13181775.6426, 4021275.11167
871, 0, 2, -13182867.8387, 4021523.11168
872, 0, 2, -13183111.0601, 4021770.84832
873, 0, 2, -13181631.4721, 4021260.67184
874, 0, 1, -13182462.3229, 4019928.08261
875, 0, 2, -13181804.943, 4021383.60376
876, 0, 2, -13183089.8697, 4021737.26743
877, 0, 2, -13182814.4691, 4021304.20798
878, 0, 2, -13182977.9929, 4021650.5983
879, 0, 2, -13182631.6343, 4021656.77169
880, 0, 2, -13181693.8473, 4021201.75257
881, 0, 2, -13181908.9419, 4021233.68861
882, 0, 2, -13182859.2059, 4021653.90481
883, 0, 2, -13183095.4797, 4021669.28437
884, 0, 2, -13182948.6764, 4021721.08599
885, 0, 1, -13183077.9159, 4020696.24986
886, 0, 1, -13182251.6118, 4020059.25844
887, 0, 2, -13182702.77, 4021663.73682
888, 0, 2, -13182747.4261, 4021645.08398
889, 0, 2, -13182769.8319, 4021855.41131
890, 0, 2, -13183125.1991, 4021695.35135
891, 0, 2, -13182989.6823, 4021667.02228
892, 0, 2, -13182938.4984, 4021625.87652
893, 0, 2, -13182945.6994, 4021722.48444
894, 0, 2, -13181781.9341, 4021285.12272
895, 0, 2, -13182631.8397, 4021590.29107
896, 0, 1, -13182974.9954, 4020904.38525
897, 0, 2, -13182493.7141, 4021383.44773
898, 0, 2, -13182959.2509, 4021702.05581
899, 0, 2, -13183170.8483, 4021728.24375
900, 0, 2, -13181945.8599, 4020994.62816
901, 0, 2, -13181723.0249, 4021035.36179
902, 0, 2, -13181666.2972, 4021256.85004
903, 0, 1, -13182486.5756, 4020103.34191
904, 0, 2, -13181859.7664, 4021210.43336
905, 0, 2, -13182883.0218, 4021597.33295
906, 0, 2, -13181736.763, 4021242.02157
907, 0, 2, -13182810.2512, 4021538.53315
908, 0, 1, -13182814.0994, 4020766.77848
909, 0, 2, -13181845.7366, 4021377.99117
910, 0, 1, -13182827.6332, 4020488.48276
911, 0, 2, -13182903.8623, 4021594.16259
912, 0, 2, -13181721.4817, 4020915.61992
913, 0, 2, -13182838.7444, 4021866.97705
914, 0, 2, -13181754.7818, 4020998.09071
915, 0, 2, -13183033.6002, 4021571.02795
916, 0, 2, -13182898.5001, 4021390.73038
917, 0, 1, -13182337.0357, 4020032.58557
918, 0, 2, -13182842.7946, 4021602.37245
919, 0, 1, -13183046.5598, 4020672.7057
920, 0, 1, -13182491.0222, 4019969.69803
921, 0, 2, -13182905.4758, 4021434.08442
922, 0, 1, -13183228.9056, 4020554.11343
923, 0, 2, -13183052.3937, 4021584.57813
924, 0, 1, -13183228.4804, 4020601.33423
925, 0, 2, -13181814.1091, 4020938.54965
926, 0, 2, -13181726.0723, 4021333.91697
927, 0, 1, -13183199.0128, 4020607.89227
928, 0, 1, -13182414.514, 4019945.96631
929, 0, 2, -13182793.9916, 4021673.71719
930, 0, 2, -13181834.3762, 4021049.20273
931, 0, 2, -13182760.1567, 4021873.26324
932, 0, 2, -13181756.2938, 4020974.1628
933, 0, 1, -13182446.3583, 4019924.21081
934, 0, 2, -13183054.2364, 4021826.87558
935, 0, 2, -13182980.4679, 4021551.81796
936, 0, 1, -13183170.6935, 4020567.45048
937, 0, 2, -13181635.9326, 4021077.34727
938, 0, 2, -13182900.0903, 4021741.70256
939, 0, 2, -13182974.9455, 4021671.08848
940, 0, 1, -13183091.8615, 4020578.87986
941, 0, 2, -13181851.8986, 4021350.37477
942, 0, 1, -13183003.3827, 4020767.91027
943, 0, 1, -13183143.2742, 4020482.14469
944, 0, 2, -13181940.6092, 4021168.54051
945, 0, 1, -13182313.3754, 4019843.46988
946, 0, 1, -13182400.6216, 4020153.44087
947, 0, 1, -13182510.9747, 4020022.22139
948, 0, 2, -13183125.3893, 4021632.81409
949, 0, 2, -13182985.2528, 4021615.09839
950, 0, 2, -13181856.8446, 4020939.25196
951, 0, 1, -13182277.3664, 4020006.79072
952, 0, 1, -13182921.7846, 4020621.12571
953, 0, 1, -13182940.288, 4020917.41132
954, 0, 2, -13181643.6446, 4021364.4315
955, 0, 2, -13181797.9634, 4020910.27059
956, 0, 2, -13182624.5791, 4021633.40172
957, 0, 2, -13181929.3839, 4021124.48946
958, 0, 2, -13183006.1065, 4021721.85677
959, 0, 2, -13182906.6576, 4021797.39596
960, 0, 2, -13182854.3759, 4021809.98011
961, 0, 2, -13181712.4096, 4021157.18334
962, 0, 2, -13182981.1613, 4021738.81882
963, 0, 2, -13182857.5059, 4021783.79587
964, 0, 2, -13181921.4404, 4021221.93213
965, 0, 2, -13182724.3552, 4021295.18449
966, 0, 2, -13182797.2001, 4021557.33878
967, 0, 2, -13182704.4155, 4021684.14762
968, 0, 2, -13182872.9925, 4021876.99483
969, 0, 2, -13181636.5365, 4021128.31881
970, 0, 2, -13181843.561, 4021141.38073
971, 0, 2, -13182647.7845, 4021605.64772
972, 0, 2, -13182594.6312, 4021677.32534
973, 0, 2, -13183063.8172, 4021744.90758
974, 0, 2, -13181652.2632, 4021174.40715
975, 0, 2, -13181664.1368, 4021398.66541
976, 0, 2, -13183048.3169, 4021596.47805
977, 0, 1, -13182312.9114, 4019909.34837
978, 0, 1, -13182927.3647, 4020800.78752
979, 0, 1, -13182330.3893, 4019991.39865
980, 0, 1, -13182900.4624, 4020784.4569
981, 0, 1, -13183079.2482, 4020590.49809
982, 0, 1, -13182404.9394, 4020073.53046
983, 0, 1, -13183057.8631, 4020701.6942
984, 0, 1, -13183182.3081, 4020504.02676
985, 0, 1, -13182732.0891, 4020391.83439
986, 0, 2, -13182979.3834, 4021536.03853
987, 0, 2, -13182808.7083, 4021876.36332
988, 0, 2, -13182889.4783, 4021634.51587
989, 0, 2, -13181875.0195, 4021292.01514
990, 0, 2, -13183023.5371, 4021535.27144
991, 0, 1, -13182959.8072, 4020830.52305
992, 0, 2, -13182745.9833, 4021618.41964
993, 0, 1, -13182367.3451, 4020010.89935
994, 0, 2, -13181872.6349, 4020873.76045
995, 0, 1, -13183106.4729, 4020572.7258
996, 0, 2, -13182743.4613, 4021838.26936
997, 0, 1, -13182426.522, 4019984.81803
998, 0, 2, -13181845.502, 4021006.76216
999, 0, 2, -13181676.6248, 4021263.13973
1000, 0, 2, -13181903.4069, 4021099.1696
1001, 0, 1, -13182851.4328, 4020689.20641
1002, 0, 2, -13182718.2983, 4021632.26071
1003, 0, 2, -13183075.8023, 4021789.39136
1004, 0, 1, -13183038.2213, 4020679.89592
1005, 0, 1, -13182807.6923, 4020480.00513
1006, 0, 2, -13182868.9158, 4021650.00809
1007, 0, 2, -13181655.8274, 4021315.77059
1008, 0, 1, -13182425.2456, 4020085.89195
1009, 0, 1, -13182202.1233, 4020036.85063
1010, 0, 2, -13182621.3664, 4021758.50751
1011, 0, 2, -13181863.1605, 4020863.66231
1012, 0, 1, -13182312.5002, 4020138.44514
1013, 0, 1, -13183075.3669, 4020760.82753
1014, 0, 1, -13182891.9601, 4020687.53684
1015, 0, 2, -13181759.8378, 4021345.4789
1016, 0, 2, -13181778.4694, 4021385.48067
1017, 0, 1, -13182272.4299, 4020048.60611
1018, 0, 1, -13183069.1429, 4020632.58361
1019, 0, 2, -13181836.7862, 4021047.14612
1020, 0, 2, -13182873.8009, 4021764.58351
1021, 0, 2, -13182642.4814, 4021644.56025
1022, 0, 2, -13182189.6528, 4021094.94215
1023, 0, 2, -13181690.4152, 4021367.29262
1024, 0, 1, -13182267.7117, 4020081.09532
1025, 0, 2, -13182690.8979, 4021641.94417
1026, 0, 1, -13182310.4009, 4019986.82771
1027, 0, 2, -13182417.5267, 4021225.93686
1028, 0, 2, -13182694.9131, 4021724.84536
1029, 0, 2, -13182595.5298, 4021681.65919
1030, 0, 2, -13181845.6056, 4020892.167
1031, 0, 2, -13181596.8753, 4021340.362
1032, 0, 2, -13182673.4772, 4021557.18948
1033, 0, 2, -13181967.6513, 4021034.44114
1034, 0, 1, -13183006.2782, 4020807.70701
1035, 0, 2, -13182698.1547, 4021600.61711
1036, 0, 2, -13182685.6453, 4021624.88734
1037, 0, 2, -13183148.06, 4021712.21824
1038, 0, 1, -13182796.2715, 4020767.86063
1039, 0, 2, -13182960.6502, 4021716.46622
1040, 0, 2, -13181685.3914, 4021369.1093
1041, 0, 2, -13181819.3018, 4021138.46144
1042, 0, 2, -13182821.1743, 4021542.13145
1043, 0, 1, -13183154.857, 4020403.3497
1044, 0, 2, -13181676.6709, 4021173.49263
1045, 0, 2, -13181803.1947, 4021249.13681
1046, 0, 2, -13182642.5132, 4021685.27894
1047, 0, 2, -13182827.0403, 4021581.83172
1048, 0, 2, -13182597.519, 4021737.57594
1049, 0, 2, -13182246.1843, 4021067.45782
1050, 0, 1, -13182706.8937, 4020399.86313
1051, 0, 1, -13183153.4228, 4020585.66746
1052, 0, 1, -13183183.2301, 4020487.16219
1053, 0, 1, -13182383.4537, 4020092.10229
1054, 0, 1, -13183170.4089, 4020613.70834
1055, 0, 1, -13182552.7223, 4020210.08877
1056, 0, 2, -13182924.1137, 4021462.12892
1057, 0, 1, -13182999.5314, 4020617.19163
1058, 0, 2, -13181788.4465, 4021133.50771
1059, 0, 2, -13181627.8404, 4021152.37806
1060, 0, 1, -13183070.8439, 4020539.22667
1061, 0, 1, -13182973.4771, 4020598.38579
1062, 0, 2, -13182762.082, 4021669.45982
1063, 0, 2, -13182596.796, 4021655.16852
1064, 0, 2, -13181617.3419, 4021313.59634
1065, 0, 2, -13183153.4024, 4021782.02576
1066, 0, 2, -13181938.0549, 4021029.4004
1067, 0, 2, -13181939.7435, 4021052.98433
1068, 0, 2, -13182981.7185, 4021815.74727
1069, 0, 2, -13182943.021, 4021849.52239
1070, 0, 2, -13182991.2708, 4021680.46125
1071, 0, 2, -13182855.088, 4021728.21116
1072, 0, 2, -13183006.6049, 4021734.01958
1073, 0, 1, -13182311.0943, 4020004.12065
1074, 0, 1, -13183238.2183, 4020651.96759
1075, 0, 1, -13183095.031, 4020437.359
1076, 0, 2, -13182838.8685, 4021651.81364
1077, 0, 1, -13182304.4707, 4019902.55436
1078, 0, 1, -13183045.3751, 4020556.4292
1079, 0, 1, -13182947.4703, 4020709.96926
1080, 0, 2, -13181712.6539, 4021095.87872
1081, 0, 2, -13181920.0649, 4020877.52738
1082, 0, 2, -13182735.2275, 4021569.99622
1083, 0, 1, -13183000.4737, 4020597.11645
1084, 0, 2, -13181944.7833, 4021058.66956
1085, 0, 1, -13182325.1355, 4020134.35342
1086, 0, 1, -13182296.1758, 4020078.07696
1087, 0, 2, -13181678.156, 4021214.20256
1088, 0, 2, -13182629.1753, 4021766.70974
1089, 0, 2, -13181640.1799, 4021339.51042
1090, 0, 2, -13181711.4769, 4021201.04418
1091, 0, 2, -13182742.1117, 4021667.49162
1092, 0, 2, -13182850.7913, 4021711.46616
1093, 0, 1, -13182768.0802, 4020423.54984
1094, 0, 2, -13183080.25, 4021838.00904
1095, 0, 2, -13181855.8361, 4020899.70137
1096, 0, 2, -13183071.936, 4021572.5827
1097, 0, 1, -13183318.0091, 4020590.56837
1098, 0, 2, -13181697.6146, 4021425.38161
1099, 0, 2, -13182084.9379, 4021151.7211
1100, 0, 2, -13182985.1426, 4021608.61164
1101, 0, 2, -13182941.6154, 4021773.28098
1102, 0, 2, -13182693.486, 4021612.01925
1103, 0, 1, -13182241.809, 4019988.89819
1104, 0, 2, -13181792.5537, 4021412.92076
1105, 0, 1, -13183086.1814, 4020564.47474
1106, 0, 1, -13182451.0135, 4019976.6424
1107, 0, 1, -13182967.782, 4020632.39319
1108, 0, 2, -13182774.5974, 4021563.74796
1109, 0, 2, -13182775.9348, 4021859.90461
1110, 0, 1, -13183035.9887, 4020766.31403
1111, 0, 1, -13182916.3177, 4020628.33602
1112, 0, 2, -13182904.0717, 4021786.96735
1113, 0, 1, -13183324.7585, 4020601.45736
1114, 0, 2, -13181796.2778, 4020941.5846
1115, 0, 1, -13182813.6365, 4020666.66967
1116, 0, 2, -13182690.2226, 4021842.94089
1117, 0, 2, -13182064.8186, 4021160.65135
1118, 0, 1, -13182801.3615, 4020684.48211
1119, 0, 1, -13182980.4412, 4020696.5336
1120, 0, 2, -13182983.3999, 4021779.54674
1121, 0, 2, -13181805.3497, 4021073.79361
1122, 0, 1, -13183189.5344, 4020612.49085
1123, 0, 1, -13183148.7443, 4020650.05583
1124, 0, 2, -13183151.6845, 4021761.04237
1125, 0, 1, -13183011.1379, 4020529.02384
1126, 0, 1, -13182343.6389, 4019975.3321
1127, 0, 1, -13182350.9351, 4019900.91993
1128, 0, 2, -13181783.365, 4021185.4908
1129, 0, 2, -13182935.1746, 4021588.31326
1130, 0, 1, -13182365.545, 4020153.65428
1131, 0, 2, -13182819.3433, 4021688.23329
1132, 0, 1, -13182647.8733, 4020299.75603
1133, 0, 1, -13183079.3192, 4020678.57442
1134, 0, 2, -13181937.1757, 4020955.65668
1135, 0, 2, -13182752.6356, 4021287.70981
1136, 0, 1, -13182543.8166, 4020178.91448
1137, 0, 2, -13181582.6561, 4021195.6022
1138, 0, 2, -13181799.7353, 4021276.5214
1139, 0, 2, -13182842.4838, 4021857.99247
1140, 0, 1, -13182906.8296, 4020747.36212
1141, 0, 1, -13182487.0799, 4019920.2941
1142, 0, 1, -13182175.6046, 4020061.15822
1143, 0, 1, -13183223.9218, 4020555.70232
1144, 0, 1, -13183104.4607, 4020503.15442
1145, 0, 2, -13181765.4979, 4021136.62458
1146, 0, 2, -13182931.1367, 4021579.44316
1147, 0, 2, -13182617.71, 4021336.15935
1148, 0, 2, -13181669.6779, 4021378.63515
1149, 0, 2, -13183027.7034, 4021650.00913
1150, 0, 2, -13182975.695, 4021731.70614
1151, 0, 2, -13182970.3927, 4021638.54006
1152, 0, 2, -13183025.8478, 4021543.91173
1153, 0, 1, -13182929.2562, 4020707.18579
1154, 0, 1, -13183090.0, 4020716.44405
1155, 0, 1, -13182366.6091, 4020043.81116
1156, 0, 1, -13183030.2239, 4020825.46044
1157, 0, 1, -13182454.7265, 4020083.05923
1158, 0, 2, -13182169.3216, 4021103.19992
1159, 0, 1, -13182276.5508, 4020153.30619
1160, 0, 2, -13182804.7308, 4021299.15768
1161, 0, 2, -13181752.8366, 4021197.15342
